forecast_date,published_level,published_rank_high_to_low,daily_published_level_count,rank_depth_pct,bearish_cascade_role,cascade_zone,expected_reaction_strength,continuation_risk,reaction_priority_score,member_commentary,technical_commentary,approx_touch_sequence_hint,sample_warning,date,level_name,level_price,source,notes,source_date_column,source_level_column,cascade_research_basis,research_only,historical_row_count,historical_unique_dates,historical_median_reaction_points,historical_mean_reaction_points,historical_median_adverse_points,historical_pct_strong_reaction,historical_pct_weak_or_fail,historical_pct_failure,historical_pct_next_lower_hit,historical_median_touch_sequence_rank,historical_most_common_status,source_file,live_source_path,source_kind,source_level_column_live_resolved
2026-06-26,4146.7,11,25,0.44,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,carry_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,5.0,5.0,51.63000000000011,61.98199999999997,38.25,100.0,0.0,0.0,20.0,7.0,strong_reaction,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/8/carry_level,live_publish_package_json,carry_level
2026-06-26,4116.67,12,25,0.48,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,carry_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,2.0,2.0,110.50499999999964,110.50499999999964,66.10500000000047,100.0,0.0,0.0,0.0,7.5,strong_reaction,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/2/carry_level,live_publish_package_json,carry_level
2026-06-26,4113.97,13,25,0.52,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,zone_price,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/2/zone_price,live_publish_package_json,zone_price
2026-06-26,4111.27,14,25,0.56,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/2/structural_level,live_publish_package_json,structural_level
2026-06-26,4086.64,15,25,0.6,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,carry_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/3/carry_level,live_publish_package_json,carry_level
2026-06-26,4079.73,16,25,0.64,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,zone_price,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/3/zone_price,live_publish_package_json,zone_price
2026-06-26,4072.81,17,25,0.68,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/3/structural_level,live_publish_package_json,structural_level
2026-06-26,4056.61,18,25,0.72,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,carry_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/12/carry_level,live_publish_package_json,carry_level
2026-06-26,4026.58,19,25,0.76,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,carry_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/0/carry_level,live_publish_package_json,carry_level
2026-06-26,4026.44,20,25,0.8,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,zone_price,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/0/zone_price,live_publish_package_json,zone_price
2026-06-26,4026.29,21,25,0.84,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/0/structural_level,live_publish_package_json,structural_level
2026-06-26,3979.77,22,25,0.88,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/5/structural_level,live_publish_package_json,structural_level
2026-06-26,3941.26,23,25,0.92,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/9/structural_level,live_publish_package_json,structural_level
2026-06-26,3898.76,24,25,0.96,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/10/structural_level,live_publish_package_json,structural_level
2026-06-26,3856.25,25,25,1.0,deep_exhaustion_extension_zone,Deep exhaustion / extension zone,High but extended,Context-dependent,65,"Deep bearish extension zone. Strong reaction is possible because price is stretched, but context risk is higher. Use only with confirmation from EMA5 / structure / price reaction.",Deep extension can react strongly but may also reflect high-volatility exhaustion.,Deep touch sequence / extension area.,,,,,,,json_forecast_date,structural_level,Bearish reaction cascade v1.2: later bearish touch sequence levels showed larger median reaction and higher strong-reaction rate than the first touch.,Research only. Not a trading signal.,,,,,,,,,,,,C:\Trading\Publish\PrimeViewFX_Static_Site\data\primeviewfx_members_integrated_map_v1.json,zones/11/structural_level,live_publish_package_json,structural_level
